Model,Dataset,BaselineMetric,ProposedMetric,W_min_scipy,W_plus,W_minus,W_signed,p_value,significant_0.05,significant_0.01,effect_size_r
MLP,MC1,Precision mean,Precision mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,MC1,Recall mean,Recall mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,MC1,Generalizability mean,GLR mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,MC1,Concordance mean,Hit@10,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,MC1,Stability,ECE,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,MC1,Reliability Index,Reliability Score,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,MC2,AUC mean,AUC mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,MC2,F1 mean,F1 mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,MC2,Precision mean,Precision mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,MC2,Recall mean,Recall mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,MC2,Generalizability mean,GLR mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,MC2,Concordance mean,Hit@10,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,MC2,Stability,ECE,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,MC2,Reliability Index,Reliability Score,7.0,7.0,8.0,-1.0,1.0,False,False,-0.06666666666666667
MLP,MW1,AUC mean,AUC mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,MW1,F1 mean,F1 mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,MW1,Precision mean,Precision mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,MW1,Recall mean,Recall mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,MW1,Generalizability mean,GLR mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,MW1,Concordance mean,Hit@10,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,MW1,Stability,ECE,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,MW1,Reliability Index,Reliability Score,1.0,1.0,14.0,-13.0,0.125,False,False,-0.8666666666666667
MLP,CM1,AUC mean,AUC mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,CM1,F1 mean,F1 mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,CM1,Precision mean,Precision mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,CM1,Recall mean,Recall mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,CM1,Generalizability mean,GLR mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,CM1,Concordance mean,Hit@10,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,CM1,Stability,ECE,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,CM1,Reliability Index,Reliability Score,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,PC1,AUC mean,AUC mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,PC1,F1 mean,F1 mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,PC1,Precision mean,Precision mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,PC1,Recall mean,Recall mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,PC1,Generalizability mean,GLR mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,PC1,Concordance mean,Hit@10,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,PC1,Stability,ECE,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,PC1,Reliability Index,Reliability Score,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,PC2,AUC mean,AUC mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,PC2,F1 mean,F1 mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,PC2,Precision mean,Precision mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,PC2,Recall mean,Recall mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,PC2,Generalizability mean,GLR mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,PC2,Concordance mean,Hit@10,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,PC2,Stability,ECE,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,PC2,Reliability Index,Reliability Score,7.0,7.0,8.0,-1.0,1.0,False,False,-0.06666666666666667
MLP,PC3,AUC mean,AUC mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,PC3,F1 mean,F1 mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,PC3,Precision mean,Precision mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,PC3,Recall mean,Recall mean,7.0,8.0,7.0,1.0,1.0,False,False,0.06666666666666667
MLP,PC3,Generalizability mean,GLR mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,PC3,Concordance mean,Hit@10,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,PC3,Stability,ECE,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,PC3,Reliability Index,Reliability Score,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,PC4,AUC mean,AUC mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,PC4,F1 mean,F1 mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,PC4,Precision mean,Precision mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,PC4,Recall mean,Recall mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,PC4,Generalizability mean,GLR mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,PC4,Concordance mean,Hit@10,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
MLP,PC4,Stability,ECE,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
MLP,PC4,Reliability Index,Reliability Score,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,MC1,AUC mean,AUC mean,7.0,8.0,7.0,1.0,1.0,False,False,0.06666666666666667
Random Forest,MC1,F1 mean,F1 mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
Random Forest,MC1,Precision mean,Precision mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
Random Forest,MC1,Recall mean,Recall mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,MC1,Generalizability mean,GLR mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,MC1,Concordance mean,Hit@10,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
Random Forest,MC1,Stability,ECE,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,MC1,Reliability Index,Reliability Score,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
Random Forest,MC2,AUC mean,AUC mean,7.0,7.0,8.0,-1.0,1.0,False,False,-0.06666666666666667
Random Forest,MC2,F1 mean,F1 mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
Random Forest,MC2,Precision mean,Precision mean,6.0,9.0,6.0,3.0,0.8125,False,False,0.2
Random Forest,MC2,Recall mean,Recall mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
Random Forest,MC2,Generalizability mean,GLR mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,MC2,Concordance mean,Hit@10,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
Random Forest,MC2,Stability,ECE,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,MC2,Reliability Index,Reliability Score,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
Random Forest,MW1,AUC mean,AUC mean,6.0,9.0,6.0,3.0,0.8125,False,False,0.2
Random Forest,MW1,F1 mean,F1 mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
Random Forest,MW1,Precision mean,Precision mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,MW1,Recall mean,Recall mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
Random Forest,MW1,Generalizability mean,GLR mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,MW1,Concordance mean,Hit@10,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
Random Forest,MW1,Stability,ECE,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,MW1,Reliability Index,Reliability Score,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,CM1,AUC mean,AUC mean,1.0,1.0,14.0,-13.0,0.125,False,False,-0.8666666666666667
Random Forest,CM1,F1 mean,F1 mean,7.0,7.0,8.0,-1.0,1.0,False,False,-0.06666666666666667
Random Forest,CM1,Precision mean,Precision mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
Random Forest,CM1,Recall mean,Recall mean,5.0,10.0,5.0,5.0,0.625,False,False,0.3333333333333333
Random Forest,CM1,Generalizability mean,GLR mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,CM1,Concordance mean,Hit@10,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
Random Forest,CM1,Stability,ECE,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,CM1,Reliability Index,Reliability Score,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,PC1,AUC mean,AUC mean,2.0,13.0,2.0,11.0,0.1875,False,False,0.7333333333333333
Random Forest,PC1,F1 mean,F1 mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
Random Forest,PC1,Precision mean,Precision mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
Random Forest,PC1,Recall mean,Recall mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,PC1,Generalizability mean,GLR mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,PC1,Concordance mean,Hit@10,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
Random Forest,PC1,Stability,ECE,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,PC1,Reliability Index,Reliability Score,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,PC2,AUC mean,AUC mean,6.0,9.0,6.0,3.0,0.8125,False,False,0.2
Random Forest,PC2,F1 mean,F1 mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,PC2,Precision mean,Precision mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,PC2,Recall mean,Recall mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,PC2,Generalizability mean,GLR mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,PC2,Concordance mean,Hit@10,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
Random Forest,PC2,Stability,ECE,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,PC2,Reliability Index,Reliability Score,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,PC3,AUC mean,AUC mean,7.0,8.0,7.0,1.0,1.0,False,False,0.06666666666666667
Random Forest,PC3,F1 mean,F1 mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,PC3,Precision mean,Precision mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
Random Forest,PC3,Recall mean,Recall mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,PC3,Generalizability mean,GLR mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,PC3,Concordance mean,Hit@10,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
Random Forest,PC3,Stability,ECE,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,PC3,Reliability Index,Reliability Score,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,PC4,AUC mean,AUC mean,4.0,11.0,4.0,7.0,0.4375,False,False,0.4666666666666667
Random Forest,PC4,F1 mean,F1 mean,7.0,7.0,8.0,-1.0,1.0,False,False,-0.06666666666666667
Random Forest,PC4,Precision mean,Precision mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
Random Forest,PC4,Recall mean,Recall mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,PC4,Generalizability mean,GLR mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,PC4,Concordance mean,Hit@10,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
Random Forest,PC4,Stability,ECE,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
Random Forest,PC4,Reliability Index,Reliability Score,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,MC1,AUC mean,AUC mean,7.0,7.0,8.0,-1.0,1.0,False,False,-0.06666666666666667
XGBoost,MC1,F1 mean,F1 mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
XGBoost,MC1,Precision mean,Precision mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
XGBoost,MC1,Recall mean,Recall mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
XGBoost,MC1,Generalizability mean,GLR mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,MC1,Concordance mean,Hit@10,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
XGBoost,MC1,Stability,ECE,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,MC1,Reliability Index,Reliability Score,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,MC2,AUC mean,AUC mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
XGBoost,MC2,F1 mean,F1 mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,MC2,Precision mean,Precision mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,MC2,Recall mean,Recall mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
XGBoost,MC2,Generalizability mean,GLR mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,MC2,Concordance mean,Hit@10,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
XGBoost,MC2,Stability,ECE,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,MC2,Reliability Index,Reliability Score,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,MW1,AUC mean,AUC mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,MW1,F1 mean,F1 mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,MW1,Precision mean,Precision mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
XGBoost,MW1,Recall mean,Recall mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,MW1,Generalizability mean,GLR mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,MW1,Concordance mean,Hit@10,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
XGBoost,MW1,Stability,ECE,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,MW1,Reliability Index,Reliability Score,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,CM1,AUC mean,AUC mean,7.0,8.0,7.0,1.0,1.0,False,False,0.06666666666666667
XGBoost,CM1,F1 mean,F1 mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,CM1,Precision mean,Precision mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
XGBoost,CM1,Recall mean,Recall mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,CM1,Generalizability mean,GLR mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,CM1,Concordance mean,Hit@10,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
XGBoost,CM1,Stability,ECE,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,CM1,Reliability Index,Reliability Score,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,PC1,AUC mean,AUC mean,7.0,8.0,7.0,1.0,1.0,False,False,0.06666666666666667
XGBoost,PC1,F1 mean,F1 mean,7.0,7.0,8.0,-1.0,1.0,False,False,-0.06666666666666667
XGBoost,PC1,Precision mean,Precision mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
XGBoost,PC1,Recall mean,Recall mean,5.0,10.0,5.0,5.0,0.625,False,False,0.3333333333333333
XGBoost,PC1,Generalizability mean,GLR mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,PC1,Concordance mean,Hit@10,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
XGBoost,PC1,Stability,ECE,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,PC1,Reliability Index,Reliability Score,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,PC2,AUC mean,AUC mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,PC2,F1 mean,F1 mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,PC2,Precision mean,Precision mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,PC2,Recall mean,Recall mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,PC2,Generalizability mean,GLR mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,PC2,Concordance mean,Hit@10,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
XGBoost,PC2,Stability,ECE,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,PC2,Reliability Index,Reliability Score,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
XGBoost,PC3,AUC mean,AUC mean,7.0,8.0,7.0,1.0,1.0,False,False,0.06666666666666667
XGBoost,PC3,F1 mean,F1 mean,7.0,8.0,7.0,1.0,1.0,False,False,0.06666666666666667
XGBoost,PC3,Precision mean,Precision mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
XGBoost,PC3,Recall mean,Recall mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,PC3,Generalizability mean,GLR mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,PC3,Concordance mean,Hit@10,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
XGBoost,PC3,Stability,ECE,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,PC3,Reliability Index,Reliability Score,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,PC4,AUC mean,AUC mean,5.0,10.0,5.0,5.0,0.625,False,False,0.3333333333333333
XGBoost,PC4,F1 mean,F1 mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
XGBoost,PC4,Precision mean,Precision mean,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
XGBoost,PC4,Recall mean,Recall mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,PC4,Generalizability mean,GLR mean,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,PC4,Concordance mean,Hit@10,0.0,15.0,0.0,15.0,0.0625,False,False,1.0
XGBoost,PC4,Stability,ECE,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
XGBoost,PC4,Reliability Index,Reliability Score,0.0,0.0,15.0,-15.0,0.0625,False,False,-1.0
